id;generation;life;strength;speed;cDamage
3867;971;120;1000;880;1000
3740;972;111;1000;889;1000
2845;973;119;1000;881;1000
1034;974;110;1000;890;1000
3289;975;118;1000;882;999
3789;976;127;1000;873;1000
3580;977;118;1000;882;1000
1541;978;109;1000;891;1000
1016;979;118;1000;882;1000
1502;980;109;1000;891;1000
3021;981;116;1000;884;1000
3980;982;125;1000;875;1000
2648;983;116;1000;884;1000
2586;984;125;1000;875;995
2440;985;116;1000;884;1000
2769;986;124;1000;876;1000
709;987;115;1000;885;1000
1709;988;124;1000;876;1000
967;989;115;1000;885;1000
3393;990;123;1000;877;1000
1815;991;114;1000;886;1000
522;992;123;1000;877;1000
3372;993;114;1000;886;1000
2975;994;121;1000;879;1000
3040;995;129;1000;871;1000
1045;996;120;1000;880;1000
3992;997;111;1000;889;1000
574;998;102;1000;898;1000
2826;999;111;1000;889;997
